feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,delta_30s_0,delta_30s_1,delta_30s_2,delta_30s_3,delta_30s_4,delta_30s_5,delta_30s_6,delta_60s_0,delta_60s_1,delta_60s_2,delta_60s_3,delta_60s_4,delta_60s_5,delta_60s_6,downstream_affected,label
18.7068,33.0084,0.1867,4.5282,0.0142,409.9844,233.4815,4.3038,-2.3112,0.0122,0.863,0.0874,-24.2392,19.0783,-3.8233,13.9889,-0.0143,-1.3182,0.0724,89.7959,22.0234,1,network
45.5222,42.1752,0.4589,1.7192,0.0903,3737.9912,4593.7413,-3.3706,5.2646,-0.0526,-0.383,-0.0404,-1103.6566,128.7451,-20.6142,5.3329,-0.2699,-0.7163,0.036,-682.7941,1495.4218,0,timing
45.7562,37.4917,0.0277,0.4321,0.0202,4648.1098,2189.5487,-2.5983,-2.7926,-0.0759,-0.1473,0.0304,582.5456,-358.7487,-12.0992,9.3495,0.0401,0.1014,-0.0048,1253.851,-528.2248,0,cost
16.353,27.7996,0.239,0.4423,2.2712,2433.6709,5374.8327,2.496,-6.2709,0.1103,0.0964,0.0585,151.0674,243.4999,0.8364,-10.0964,0.0546,0.2158,1.0349,417.9083,825.6129,1,pod_crash
19.3034,20.6162,0.2754,1.9702,0.4294,972.4384,651.6921,0.6068,1.968,0.044,-0.3329,0.081,28.3755,78.8304,-2.2956,2.5951,0.0472,-0.021,-0.0861,242.7494,35.862,1,network
15.2631,22.2603,0.0321,0.0755,0,4176.7449,4630.1257,0.0063,0.0012,-0.0023,-0.0085,0.0054,0.0076,0.0211,-0.0264,-0.0327,0.027,0.0588,0.0419,-0.059,-0.0574,0,normal
6.639,30.3593,0.2308,4.1313,0.5053,222.3639,95.1663,1.024,3.7936,-0.073,-0.3727,0.0935,-39.9635,9.4857,2.6213,-9.3208,-0.003,1.8833,-0.1458,13.5734,-22.8401,1,network
12.6143,22.2563,0.0203,0.012,0,2979.0854,3297.7508,-0.0127,0.0048,-0.0088,-0.0334,-0.0147,0.0037,-0.0145,0.0281,0.0397,-0.047,-0.0316,0.0065,-0.0257,-0.0446,0,normal
74.925,70.417,0.0788,1.5838,0.4309,7950.9774,6684.3349,19.7719,-4.8945,0.0366,0.3705,-0.0734,92.2452,-1701.464,27.4324,8.0896,0.0046,0.1093,0.1603,1386.3332,2468.7351,0,resource
23.4585,24.0421,0.5628,0.5714,1.8263,6150.2583,6271.2423,-6.8136,-1.7853,-0.0873,0.0859,-0.2462,1678.0977,1447.0879,-10.6741,9.2403,-0.0027,-0.1264,-0.4465,2577.4978,-1060.2739,0,pod_crash
40.6934,39.762,0.6392,0.5633,2.8519,4472.1397,4303.8273,2.1889,9.3184,-0.3069,-0.0964,0.2382,-656.0599,-1153.562,-15.0766,-12.4838,-0.0533,-0.1457,-1.124,1205.2126,-934.4209,0,pod_crash
80.551,95.6283,0.1986,1.5273,0.5725,3774.3086,3669.6209,9.8045,13.8601,0.0643,0.1647,0.0116,-641.7626,-557.3384,5.0334,20.9689,-0.0163,0.4304,0.013,1056.9305,1656.7696,0,resource
23.8555,83.7472,0.448,2.4933,1.1921,7147.4548,5104.7222,-6.8259,-1.6997,0.054,-0.1163,0.0807,287.5097,95.7407,-10.9988,-24.2901,-0.1942,-0.765,-0.535,375.6757,-2028.3482,0,timing
22.6193,28.1818,0.0323,0.8787,3.1537,6390.4549,9854.5519,-0.6702,-4.7896,0.0935,0.0569,0.3059,-407.6774,-1138.7263,10.8564,-6.6546,0.1515,-0.3715,1.2333,910.5944,2455.447,0,pod_crash
22.5428,30.5412,0.0053,0.1281,0,2780.6889,5090.973,-0.0264,-0.0076,-0.0161,0.032,-0.0142,-0.0287,0.0238,-0.0009,0.0049,-0.032,0.0184,0.0068,-0.0117,-0.0674,0,normal
24.7671,19.7709,0.0227,0.0944,0,4275.9964,5879.8519,0.0005,0.0107,-0.0379,0.0064,-0.0114,0.0265,0.0015,0.0135,0.0298,-0.0228,0.0442,-0.026,0.0317,-0.0324,0,normal
10.2221,31.0837,0.482,2.2338,0.1678,862.2467,543.3989,-1.9126,5.9565,0.1309,0.1373,-0.0147,206.7128,113.7728,1.3203,10.6999,0.0158,-0.9544,-0.0521,270.0296,-105.5883,1,network
92.819,76.876,0.2933,1.9641,0.256,7630.1803,5809.6862,12.9025,-0.9106,-0.025,-0.2491,-0.0484,-570.0979,-1521.7818,17.8147,-10.3691,-0.0568,0.9413,0.1476,3472.3086,-150.4832,0,resource
27.6767,11.643,0.2654,1.3901,0,6063.2189,2197.1061,-1.0895,-0.6833,-0.0514,0.3245,-0.0641,193.6057,-406.959,1.1798,0.5576,-0.0248,0.3829,-0.1587,-1215.3225,-264.802,0,timing
43.5546,12.872,0.591,1.9149,1.5606,4603.1327,3460.2869,-9.3141,2.0712,0.0987,-0.0931,-0.4584,15.5983,935.8477,-2.7464,-1.2646,0.2774,-0.5874,-0.1327,1654.1339,1669.2157,0,timing
25.1479,27.3817,0.4224,0.4298,0.8354,6948.5522,4307.1675,6.9478,3.6808,0.0908,0.0321,0.0277,-1847.4496,-634.8286,-8.6362,10.9976,0.1673,0.0532,0.0417,2043.2547,242.6673,1,pod_crash
33.7757,38.8335,0.5716,2.3309,2.5725,2050.8067,1475.9667,8.0085,8.0003,0.1186,-0.4132,0.2547,-505.5585,-24.2471,16.3817,-14.5356,-0.3544,-0.3813,1.1457,-703.3207,616.3605,0,timing
18.1949,28.1046,0.493,4.0695,0.2498,215.9714,633.6096,-2.2921,7.8275,0.1474,-0.0218,0.0915,-54.7037,-23.2355,-8.2148,-5.3669,0.1324,1.8021,0.1175,94.6333,302.0964,0,network
37.768,37.5636,0.4052,0.2854,1.5151,6731.6527,5025.7774,-10.099,5.4409,0.0026,-0.0496,-0.3226,-1764.1953,1242.3253,16.578,-4.9002,-0.157,-0.0113,-0.5424,424.3272,325.3942,1,pod_crash
20.8141,34.457,0.3513,0.5796,0.0573,5897.8817,5306.7763,1.7943,-10.291,-0.1054,-0.0893,0.058,-92.9259,1567.0846,-2.3523,12.559,0.0841,-0.1852,0.0486,2848.8354,-2298.155,1,pod_crash
17.7835,27.7222,0.3768,5.4682,0.1049,642.1325,244.1387,-5.0787,0.4224,-0.0821,0.1179,0.0163,-22.1849,-44.2141,5.5506,1.5021,-0.1656,-1.7767,0.069,-149.2943,-10.8251,1,network
11.0937,20.29,0.4187,0.5598,2.0596,5828.4256,4074.8875,2.2345,1.7526,-0.1714,-0.1039,0.2379,-446.5887,-1193.012,1.9006,-0.1449,-0.1964,-0.2962,-0.2341,-2437.7885,1046.7109,1,pod_crash
83.2,76.7676,0.1342,0.6716,0.365,7839.73,7612.4691,-1.2041,-17.038,-0.0156,-0.1084,0.0671,-1120.8569,1542.6861,32.4259,-20.5227,-0.0831,0.0308,-0.1684,-44.7211,-2237.8823,0,resource
54.1236,28.2684,0.7005,2.6224,1.4163,4793.5982,3171.3179,-10.824,2.3872,0.1331,-0.7356,0.4856,904.7595,-322.6294,12.2199,-9.988,-0.196,-0.1128,-0.8113,450.5664,432.291,0,timing
29.8781,26.4742,0.5898,0.5783,2.732,6991.3944,4064.9218,-6.3519,0.0955,0.0361,-0.1662,0.7232,1187.7046,890.7973,14.5618,-2.5693,0.1222,0.2525,-0.9487,3022.4481,860.0495,1,pod_crash
85.0698,90.4196,0.1827,0.8188,0.6004,6171.2244,4174.0985,5.7048,-22.1266,-0.1006,-0.147,-0.026,941.176,-18.956,28.4459,-17.0211,0.0367,-0.2368,-0.2875,-2604.3482,1657.7931,0,resource
32.6166,38.1906,0.3849,0.7802,0.7234,5506.8036,3905.9546,1.1005,10.1799,0.0103,0.0763,-0.1149,-432.852,868.1851,-7.7187,7.374,0.1302,-0.2317,-0.1227,-2205.3453,1268.5957,0,pod_crash
19.0739,66.2257,0.6337,1.7261,2.0305,1848.2094,5515.6756,0.8568,8.5047,-0.0651,0.3773,-0.4926,123.5402,1419.5885,-7.9609,-10.7972,0.3438,0.0163,0.0688,771.2591,-1592.2968,0,timing
59.3718,42.8785,0.5509,3.4864,0.6646,2541.3523,4629.8798,3.6763,-10.3408,0.1262,0.8616,-0.0068,761.7352,1316.2966,10.3637,20.3578,0.0976,-1.486,0.2314,270.0271,501.3792,0,timing
36.272,23.1647,0.5518,0.3638,1.536,6936.7884,4380.6762,-10.1119,-6.8946,-0.1634,0.0905,0.0477,1377.35,580.9467,13.936,-8.9145,-0.2364,0.0195,0.6733,-349.7952,-1740.7884,0,pod_crash
24.7517,22.1305,0.3371,2.6052,0,641.3448,871.2349,-0.8884,-4.4042,-0.0849,-0.1357,-0.0882,9.3506,126.6704,-10.0455,-4.2415,-0.0304,0.5506,-0.0293,-266.9901,-63.1603,1,network
20.2998,14.9924,0.3166,4.0405,0.4419,757.8155,770.0273,6.0316,3.707,0.0324,0.8971,-0.06,-131.3236,84.8176,-9.2325,7.0239,0.0924,-0.6447,0.0805,274.2325,79.8805,1,network
64.7411,45.7894,0.0673,0.3307,0,1799.2182,1426.1485,-9.2025,7.0054,-0.0454,0.0243,-0.022,-166.8489,309.5581,7.9025,16.8657,0.0748,0.0307,-0.119,220.0772,558.1053,0,cost
13.2069,43.5191,0.2805,4.8464,0.0471,672.6547,456.4045,-1.7811,-8.4754,-0.0333,0.2829,-0.1201,-112.234,0.914,2.5414,11.2019,-0.0925,2.1865,0.0433,263.7212,-223.6789,0,network
99.8998,77.7665,0.3172,1.2417,0.7357,8031.3733,6191.0616,13.8567,-13.1178,-0.1094,-0.1535,-0.0205,244.5704,-858.9759,-16.4344,21.0921,0.0579,0.3356,-0.0454,3372.1393,232.7109,0,resource
95.7609,82.5926,0.2152,1.3946,0.7623,6986.6041,5561.8334,-2.0632,7.2618,0.0057,-0.1705,0.0344,828.4019,-1148.0962,-41.7433,34.9091,0.046,0.3583,0.3788,-2449.0562,-2306.5309,0,resource
91.6417,98.0699,0.0881,0.8137,0.4706,10602.438,4501.0155,25.6075,1.9392,-0.0044,-0.2522,0.0607,1744.4021,-1134.4321,-1.9196,-20.1532,0.1923,-0.2668,-0.157,-394.5962,489.6085,0,resource
7.9743,25.0318,0.6022,0.432,2.6863,5813.4942,5672.9503,0.293,6.2953,0.1501,-0.0123,-0.018,-244.65,607.091,0.3987,0.1812,0.0788,0.0304,-0.1714,2867.8128,-860.9698,0,pod_crash
68.2671,40.0889,0.1992,0.1262,0.1086,3617.0804,2972.636,0.8445,-9.0161,-0.0789,0.0764,-0.0229,160.9905,559.4313,11.0316,9.5281,0.0134,0.0357,-0.0117,-1025.7947,962.092,0,cost
84.4975,67.9239,0.0251,1.1005,0.3603,4302.5636,4849.5386,-6.7125,-2.805,0.0186,-0.2205,0.0424,-1211.5429,-170.9363,-6.6337,29.7901,0.0416,-0.0175,0.1274,1937.765,-1277.1878,0,resource
17.2542,25.4257,0.3958,3.1541,0.2621,737.8247,215.8991,-4.3082,0.12,-0.053,0.1438,0.0262,-200.6749,12.3538,6.6421,-0.6088,0.0459,-0.2361,-0.0595,42.4253,14.4928,0,network
19.2522,22.6173,0.4137,2.2385,0.4226,543.7109,875.7934,1.1228,-0.6454,0.0374,0.3198,0.2075,27.1759,152.2588,-4.335,-7.6188,0.1999,1.1536,0.1494,-244.6308,100.9503,1,network
9.5858,20.4477,0.412,4.7388,0.224,438.418,276.1739,1.0143,5.2644,0.0053,1.0289,-0.0278,80.0221,-68.4746,2.1527,-7.8469,-0.1177,0.3609,-0.0217,-38.1725,53.2814,0,network
33.4819,48.269,0.3561,2.7031,1.3946,6868.8442,3140.935,-4.3055,3.3602,0.047,0.7541,0.4318,-8.1706,-783.3491,13.5092,12.8448,-0.0534,0.186,0.2798,408.6674,531.6286,0,timing
10.7324,17.3378,0.0273,0.0903,0,5825.6821,4803.2581,-0.0084,-0.0233,0.0014,-0.0161,-0.025,-0.0321,-0.0121,0.0519,-0.0099,-0.0165,0.0019,-0.0467,-0.0256,0.0346,0,normal
26.8043,50.1451,0.0616,0.549,0,4466.7949,3729.018,0.1394,5.0573,-0.0448,-0.0361,0.0102,-14.7355,17.6888,-13.3621,-22.3353,-0.0056,-0.0428,-0.0766,1210.0758,-785.1165,0,cost
91.1682,89.8581,0.2849,1.4709,1.2179,5345.2816,6817.5214,-15.1061,0.7228,-0.0994,-0.0296,0.0084,116.8397,1729.681,-1.0012,-31.4113,-0.1498,-0.4509,0.0732,-1504.8211,1262.7189,0,resource
81.7286,94.1053,0.2011,0.7564,0.3026,6131.5563,7023.3088,-16.1047,-1.6967,-0.0383,-0.2233,-0.0095,-76.7013,1198.2401,34.3102,-15.6445,0.0443,0.1967,0.2684,2693.8387,1686.6336,0,resource
65.1137,58.6285,0.0943,1.0426,0.4697,6302.3049,7361.7802,-19.4605,-16.6106,0.0036,-0.1821,0.0287,-1661.1144,-572.8917,14.1644,25.0878,0.0189,0.4178,0.0174,1951.2443,2606.0627,0,resource
51.421,32.6877,0.1333,0.086,0.1958,2648.6045,4341.01,-9.9386,-7.659,-0.0463,0.0185,-0.0542,377.7271,-259.454,22.9105,-12.8489,-0.0443,-0.093,-0.0121,1246.483,-1416.0579,0,cost
20.2966,27.2174,0.7602,0.7094,0.8299,6189.31,5206.5108,3.7299,-1.0318,-0.1314,0.1945,-0.0658,896.3295,-1119.3511,-1.8627,8.3823,-0.1558,-0.241,-0.0633,-1988.2981,-58.4129,1,pod_crash
7.1326,22.0308,0.0073,0.0872,0,5054.6474,4259.44,-0.0078,-0.0156,0.0041,-0.0445,0.0153,0.0237,-0.0166,0.0017,0.0137,0.0152,0.0434,-0.0117,0.0185,-0.0414,0,normal
51.2227,40.0228,0.0899,0.3876,0.2213,3893.9936,2913.2909,-0.274,-1.8461,0.0016,0.0156,-0.0321,-833.3602,-854.3875,-3.7871,-20.066,0.0938,0.2184,-0.0305,1749.952,1148.7532,0,cost
20.5072,44.963,0.5999,0.4819,2.1394,8717.4231,1787.1923,2.3801,-1.4695,-0.0231,-0.0248,-0.4399,1815.1809,113.308,-6.9456,-21.398,-0.2465,0.0459,0.1827,-2642.8083,-10.823,1,pod_crash
30.9755,32.6296,0.2899,1.7009,0.7192,6327.7026,5676.8304,3.3514,5.4122,0.0753,-0.2829,0.0121,-451.6148,-486.9712,-5.251,2.9132,0.0797,-0.2375,-0.0805,1900.1113,-2285.5171,0,timing
25.4672,15.6353,0.0236,0.034,0,4282.8748,5616.8605,0.0214,0.0032,-0.0053,0.019,-0.0487,0.001,-0.018,-0.0235,0.0359,-0.0266,-0.0581,0.0124,-0.002,0.0007,0,normal
85.0504,82.2693,0.3955,1.301,0.7957,8378.2446,7479.6122,10.4273,21.9931,0.0598,0.0832,0.0072,-2079.4365,940.6319,30.4726,11.0798,0.2038,0.0697,0.1999,4040.9349,-3551.9953,0,resource
18.0925,5.4851,0.3303,0.4939,2.2403,4255.7019,3708.4436,-0.5475,-0.7952,-0.0268,-0.0916,0.0761,973.3178,582.017,-1.8781,0.096,0.0983,-0.2184,-1.0294,-698.9841,-162.8472,1,pod_crash
23.2043,35.3147,0.5987,2.0051,0.3493,929.0422,735.5933,-5.6105,-8.2877,0.2016,0.07,-0.0363,224.0198,-90.7398,2.3604,8.7967,-0.0471,-0.065,0.0418,344.3425,-195.335,0,network
24.5242,41.0643,0.1031,0.1524,0.1341,2333.8093,4305.1343,-6.1462,1.0597,-0.005,0.0111,-0.0458,623.5181,618.5863,3.9225,-11.4054,-0.0976,-0.0373,0.0066,550.8425,763.3164,0,cost
26.8735,27.749,0.6356,1.7611,1.6434,2452.9473,4273.3383,4.4638,-7.0139,0.091,-0.4074,-0.0546,625.0546,-236.5205,10.728,13.7311,0.0603,0.6384,-0.2291,1.1247,834.0018,0,timing
9.7081,31.4929,0.34,0.3439,1.9827,6593.9083,5061.0743,-0.7087,0.0381,0.0944,-0.1053,0.3329,1893.4128,-668.9964,-4.6479,13.4348,-0.0869,0.0649,-0.4457,1519.4198,2197.9224,0,pod_crash
24.3556,23.3687,0.4281,6.0455,0.2683,596.8378,0,5.4062,1.9532,-0.0084,1.0245,0.0199,-27.1804,0.0194,-1.0461,-9.8909,-0.008,-2.6269,-0.048,163.3617,0.1167,0,network
16.4212,23.9667,0.6719,0.7301,0.2425,3038.4502,6703.5031,4.8935,0.63,0.0779,0.0231,-0.0311,881.6799,-855.5345,-1.5697,-10.1897,0.1655,0.1957,-0.1467,718.3118,-373.5834,0,timing
31.5986,14.7201,0.4025,1.9093,0,269.8617,54.3407,-5.6077,3.5043,-0.114,0.4186,0.0255,-32.0983,16.0445,-4.4159,2.8785,0.1821,0.2535,-0.0815,126.5081,-21.5083,0,network
21.1898,20.6755,0.0199,0.1085,0,3700.025,4634.9866,-0.0387,0.0449,0.0324,0.006,-0.0001,0.0057,-0.0169,0.0291,0.0443,0.0313,0.0135,-0.0134,0.0299,-0.0267,0,normal
95.5999,86.334,0.1387,0.8497,0.2408,9149.6805,4705.5815,10.2872,1.3879,0.0841,0.0653,0.043,1151.0472,1289.0934,13.3064,-39.6516,0.0135,0.0954,0.0467,-2793.1609,1885.2824,0,resource
24.5155,26.5542,0.4442,3.8725,0.0327,0,172.1628,6.6862,-7.9951,0.1139,0.9911,0.0902,0.021,41.5213,-7.7019,-5.8216,0.0472,-1.0174,0.0535,0.1889,52.5734,0,network
25.8236,39.8214,0.3642,7.7428,0.0696,649.3682,234.2957,6.2144,-1.0762,-0.0465,-1.2928,0.0156,72.6514,4.6394,-12.0437,18.095,0.0054,-1.5952,0.0188,196.9177,23.6362,0,network
21.7054,15.2435,0.4613,2.8227,0.0861,361.5837,468.7237,-0.3211,-0.7887,0.0466,0.5406,-0.0466,-53.8517,-113.7995,-4.6514,0.161,-0.2897,0.9023,0.0143,-144.7706,-43.8518,1,network
82.7055,69.4725,0.2515,1.3315,0.3663,5141.1945,2716.6528,0.0422,-9.1823,0.0049,-0.3607,0.1006,637.2206,-256.8289,-10.9088,23.953,0.0726,0.3092,0.1804,252.9526,1103.9151,0,resource
87.2704,95.8075,0.1163,1.3646,0.1932,4265.2324,8258.2377,-16.7037,-28.0285,0.0297,0.3432,0.0665,1035.1459,2055.5723,-35.7046,-20.1718,0.0549,-0.0326,0.0431,1597.3403,2662.3421,0,resource
38.8426,47.476,0.4517,1.4459,1.997,4137.9516,3213.5967,-11.0141,-8.0681,-0.0461,0.248,-0.6398,-631.7185,840.3496,0.0188,-5.2748,0.0777,0.5935,0.5774,-795.1191,679.8781,0,timing
12.2619,21.244,0.009,0.0829,0,4614.9644,4699.1267,0.0008,-0.0131,0.0014,0.0031,0.008,-0.0148,-0.0152,0.0221,-0.0205,0.0468,0.0061,0.0083,-0.0277,0.0322,0,normal
46.1389,63.0938,0.6258,1.0326,0.7765,3228.4083,4553.4509,-13.2551,11.5397,-0.0837,0.1635,-0.2563,154.9376,542.1727,22.0112,28.9093,-0.2914,-0.3615,-0.1696,-787.1307,-1623.6306,0,timing
25.8783,18.3286,0.0795,4.1925,0.1679,94.1302,457.926,5.7626,1.5633,0.058,-0.8285,-0.0639,17.9414,-5.6279,4.6213,1.4927,0.0636,1.8885,-0.0805,-9.0005,-167.5084,1,network
26.85,24.3344,0.5193,3.5395,0.4549,779.3949,366.1337,6.357,5.6057,0.0887,-0.1113,-0.0848,63.9067,-62.0537,-7.2307,-11.6844,0.0374,0.5139,0.1566,47.6406,-94.4349,0,network
22.8901,21.474,0.0066,0.0945,0,4222.8383,3003.8889,-0.0231,0.01,-0.0298,-0.0157,0.0109,0.0073,-0.0089,-0.0431,0.0124,-0.0381,-0.0158,0.0053,-0.0108,0.022,0,normal
56.4967,53.3181,0.2897,1.1603,0.6134,3114.2066,3147.9836,-2.1379,3.0937,-0.078,0.2634,0.2284,-68.8696,-930.3959,7.455,-4.6843,-0.1698,0.506,-0.1714,-601.9718,1417.2426,0,timing
56.3545,47.8858,0.1093,0.3948,0,3207.1425,2538.9918,8.1161,-5.9741,0.0254,0.0266,0.0081,787.4825,253.0125,3.1792,7.3474,-0.0302,0.175,-0.0356,1008.8907,376.6255,0,cost
59.8484,42.2304,0.0815,0.4626,0.1895,3236.8353,1943.7818,-12.7041,-6.7884,-0.0067,-0.0565,0.0541,847.8157,-99.1185,11.0447,-6.87,0.0523,0.1684,-0.0478,-1134.7433,815.8347,0,cost
24.6398,31.3365,0.6749,0.2443,1.8026,4446.7566,5580.4258,1.7428,-1.1856,-0.049,-0.0217,-0.3599,765.9419,358.1445,-4.9602,6.636,0.0024,-0.0462,-0.4493,-1253.1109,-432.0467,0,pod_crash
46.6037,34.5946,0.3619,2.4569,1.1739,3288.9708,3874.9199,11.2657,9.5239,0.0378,-0.7255,-0.0682,-211.594,-850.4401,18.1366,10.7501,0.1167,0.8867,-0.3567,-1414.2246,-1728.4005,0,timing
92.9311,75.7053,0.2415,1.5173,0.7724,9029.0727,7838.9535,-8.9528,14.849,0.1052,-0.2512,0.245,2545.6153,2128.3292,26.2772,11.3019,-0.1407,0.0291,-0.1803,1998.689,3110.214,0,resource
56.7024,34.4129,0.1122,0.3356,0.0406,3225.2848,4772.7136,2.1265,5.5231,-0.0188,-0.1103,0.0044,-525.7134,1419.1856,-18.8276,9.9565,-0.0278,0.0913,-0.0925,-1282.3217,-891.2985,0,cost
18.1282,18.7263,0.0194,0.0623,0,5601.9943,3222.4075,0.0571,-0.004,0.0211,0.0013,0.0017,-0.0337,0.0033,-0.0113,-0.0079,-0.0007,-0.0431,0.0343,-0.0353,-0.0,0,normal
13.7829,24.9512,0.4495,0.6909,2.8663,7284.3244,8912.8783,3.4956,-4.2154,-0.0208,0.0813,-0.5924,-377.7399,-2169.1543,-6.1145,11.1084,-0.1919,0.0767,1.1068,3501.5223,1272.8622,1,pod_crash
86.0196,86.3617,0.2066,2.8093,0,7197.2256,4112.4666,17.0451,14.6858,-0.0595,-0.0997,0.1094,1829.3645,650.7635,-1.7225,-38.9883,0.0146,0.1004,0.0055,2584.2462,1113.5705,0,resource
83.9592,71.9882,0.2596,0.0825,0.6006,5554.1062,5245.4171,10.0841,0.3795,0.1073,0.0578,0.0022,-1017.6806,-331.587,-5.2189,20.7553,0.042,0.1384,0.3177,2555.8106,2537.1914,0,resource
96.7203,67.3097,0.2304,1.3053,0.4585,5778.24,5228.6371,-1.4435,-7.0511,0.0279,0.1783,-0.2148,-805.038,611.7201,-18.6967,32.8433,0.042,0.2755,0.2529,478.8682,-2516.3941,0,resource
53.6339,39.341,0.1887,0.1772,0.0782,5482.939,2533.8358,-9.8713,10.0828,-0.0416,0.0909,0.0246,384.1459,-607.9447,24.3872,-7.8505,-0.0445,0.0297,0.0651,-611.2312,469.0251,0,cost
14.8552,20.4577,0,0.0166,0,3957.4829,3456.1344,-0.0141,-0.0028,-0.0204,-0.0272,0.0052,0.0332,-0.007,0.0208,0.0157,0.0167,-0.0043,-0.0007,-0.0004,-0.0031,0,normal
14.24,49.795,0.3227,0.6,0.6085,2961.2136,3961.5263,3.4015,-9.2936,-0.0437,-0.2562,0.1874,445.0914,1028.3967,-2.5459,11.2905,0.1464,0.2624,0.355,-0.0297,939.0353,1,pod_crash
24.369,31.3363,0.5403,2.1593,1.238,4513.0083,5157.1503,-3.2038,5.2811,-0.1054,0.4378,0.0611,-1043.7309,12.0485,-2.4423,-1.2512,0.2703,0.9547,-0.3024,-2111.7673,1317.0549,0,timing
27.096,29.3265,0.4686,1.9446,0.0976,379.9507,223.137,-3.8249,-7.157,-0.0799,-0.2008,-0.0935,9.671,-0.5735,2.5731,-5.6231,-0.0182,-0.9127,-0.0554,57.8872,67.975,1,network
52.5474,42.5278,0.1284,0.2949,0.1646,4270.4571,2568.4183,8.0245,5.0605,0.0656,-0.0234,-0.1121,-676.2538,446.0482,19.6415,15.6081,-0.0166,0.0288,0.022,-1688.3174,-929.2849,0,cost
81.1794,71.1879,0.0136,1.5503,0.7739,6603.6457,10880.9443,9.889,-10.4658,0.0117,-0.2036,-0.2435,-1593.1562,1961.4327,2.7135,16.8126,0.0237,-0.66,0.269,2448.2616,4574.8203,0,resource
7.8908,23.6617,0.0144,0.0917,0,1706.5562,1286.6522,-0.017,-0.0192,-0.0301,-0.0065,-0.0079,0.0453,-0.0226,0.0228,0.0007,-0.0032,-0.0103,0.051,0.0164,-0.0304,0,normal
14.776,38.5904,0.6362,0.8595,0.55,242.7025,244.7747,3.0136,-9.4653,-0.0127,-0.1093,-0.0894,1.9849,72.6798,-1.578,-18.4808,-0.0156,0.1027,-0.309,106.8117,-73.8485,1,network
30.2549,33.086,0.3761,0.6384,2.5386,4757.2318,3350.3551,7.4198,1.2456,0.0338,0.1391,0.4393,-1249.9051,-519.3586,13.1316,4.042,-0.0032,-0.1128,-0.0254,2297.3142,-1017.7488,1,pod_crash
82.8805,32.9827,0.028,0.6167,0.1352,4757.7724,2132.2359,-17.2816,5.6899,0.016,-0.1597,0.0467,-668.7295,381.2777,-38.2848,2.4514,0.0303,-0.2407,-0.0874,-1867.3175,-264.9971,0,cost
73.3594,69.6242,0.1314,1.6874,0.3827,5045.4856,3983.5554,-10.1457,19.4687,0.0436,-0.1183,-0.1547,1440.5595,-882.8127,-25.896,33.8261,0.1779,0.4564,0.0803,-1478.8336,1379.4639,0,resource
25.3466,25.3137,0.7489,0.5188,2.0405,1474.1454,6591.1782,4.4696,-2.8855,0.0066,-0.0733,0.2199,210.3807,-857.3541,3.8215,12.2408,-0.2297,0.0515,0.4496,338.2249,3049.0992,1,pod_crash
27.673,30.9096,0.6627,2.6231,0.2936,188.2575,92.9362,6.9305,2.4215,0.0466,0.8741,-0.0247,-17.6091,-17.9475,-0.0055,-14.2062,-0.4081,0.5012,-0.0529,-3.0324,-35.5627,1,network
32.8155,53.0786,0.4019,1.843,2.2146,5453.5874,6391.3182,-8.0346,5.7221,-0.0331,-0.3388,0.6399,798.0951,-1464.3756,16.2095,0.9446,-0.1445,-0.7266,0.6436,390.2444,-2206.3667,0,timing
37.3468,57.9864,0.1891,0.2766,0.145,3130.9133,1525.1902,4.21,-14.812,0.0435,0.0549,0.0628,237.7682,41.4438,-3.8523,14.3903,0.0177,0.1107,0.0396,294.2161,-666.1044,0,cost
20.5502,43.8191,0.6038,0.5256,0.8802,6855.0915,5926.768,-5.2329,10.4206,-0.0522,0.1238,0.1467,836.5024,-922.9051,6.2406,17.7515,0.3429,0.3168,-0.1571,468.2865,2088.6329,1,pod_crash
46.6375,35.0602,0.0858,0.545,0,2685.1753,3374.0768,12.6486,8.3111,0.0515,-0.1334,-0.0463,174.1457,622.3405,-17.7698,0.832,0.1114,0.1775,0.0616,-344.3472,602.3286,0,cost
9.081,10.53,0.0129,0.1115,0,3116.6721,5375.5039,0.0229,0.006,0.0085,-0.0256,-0.0218,-0.0072,-0.0238,-0.0274,0.0453,0.0048,0.0072,0.0044,-0.0014,-0.0481,0,normal
71.7467,84.5412,0.0602,1.144,0.2392,7849.7508,5612.1963,-1.2325,-5.4613,-0.0005,0.1236,-0.0042,1011.413,-299.7965,8.5873,-18.1156,-0.0252,0.2777,0.091,-1385.1631,1866.6922,0,resource
35.1896,66.2244,0.6198,2.7307,1.8747,3977.194,3996.5788,-3.9678,12.8793,0.057,-0.4703,-0.1979,27.4464,4.5711,-15.0305,-32.6617,0.0821,0.7857,-0.0755,909.7388,1642.0503,0,timing
32.4005,50.7177,0.5008,1.6882,1.2916,4249.4478,6052.1564,-2.8836,12.1366,0.0821,0.0741,0.0229,-744.4645,-1306.6644,6.5517,-2.6083,-0.008,0.4704,0.1364,858.4352,3001.5481,0,timing
12.9629,32.9003,0.0224,0.1427,0,4604.8539,5602.7726,0.0138,-0.0316,-0.0145,-0.0316,-0.0043,0.0032,-0.0397,-0.0308,-0.0379,0.0168,-0.0267,-0.0283,0.0301,0.0122,0,normal
